,index,LONGITUDE,LATITUDE
649,10912,-7356.978100001812,4864760.987300001
9287,10913,-7377.29603530094,4864860.055810973
6715,10914,-7365.719614882022,4864851.11348962
861,10915,-7368.386100001633,4864769.406199999
14043,10916,-7330.668299999088,4864825.926600002
9107,10917,-7640.289599999785,4865009.164800003
191,10918,-7385.372800000012,4864776.740699999
8311,10919,-7316.963899999857,4864795.236500002
6029,10920,-7411.353135820478,4864802.929530874
19272,10921,-7357.698199998587,4864840.922600001
1942,10922,-7366.095899999142,4864845.581600003
10310,10923,-7639.136199999601,4864913.2513
4334,10924,-7318.341099999845,4864814.532499999
19111,10925,-7338.753299999982,4864825.8571000025
8786,10926,-7535.209515403956,4864948.090411805
14758,10927,-7423.060899998993,4864877.686099999
10247,10928,-7360.497299998999,4864837.920500003
7981,10929,-7325.23409999907,4864818.356799997
3973,10930,-7435.067499998957,4864878.1545
18407,10931,-7636.667899999767,4864991.739799999
6632,10932,-7357.698199998587,4864840.922600001
17927,10933,-7676.643599998206,4864934.006999999
13490,10934,-7363.28240000084,4864844.020599999
13832,10935,-7323.891800001264,4864818.059199996
2775,10936,-7391.35909999907,4864782.1516999975
4148,10937,-7422.258999999613,4864895.579400003
10530,10938,-7562.192000001669,4864866.7744999975
8965,10939,-7659.935300000012,4864938.7962
18238,10940,-7637.728900000453,4864903.183399998
2617,10941,-7377.846599999815,4864852.802199997
2411,10942,-7336.700399998575,4864764.478799999
1094,10943,-7407.406300000846,4864799.5983000025
6068,10944,-7359.297899998724,4864837.255099997
1546,10945,-7506.731899999082,4864850.684
4592,10946,-7332.154229257256,4864832.493940249
6037,10947,-7398.428199999034,4864788.038999997
16076,10948,-7616.556000001728,4864975.878600001
6957,10949,-7469.88919999823,4864815.057400003
3137,10950,-7337.716099999845,4864825.2817
3859,10951,-7466.963700000197,4864820.413199998
13871,10952,-7377.061700001359,4864851.720700003
19216,10953,-7359.19299999997,4864841.751800001
14259,10954,-7555.068599998951,4864885.213299997
15356,10955,-7468.870245195925,4864827.937682956
6423,10956,-7390.734700001776,4864835.035099998
15342,10957,-7474.5538000017405,4864866.856399998
3808,10958,-7466.445299256593,4864859.364375353
18716,10959,-7385.426100000739,4864839.015600003
10861,10960,-7603.565099999309,4864979.790100001
15701,10961,-7446.673200000077,4864872.394900002
7438,10962,-7336.2989999987185,4864829.050399996
6778,10963,-7469.328741654754,4864834.110160768
18785,10964,-7327.959273736924,4864815.692792743
14701,10965,-7360.497299998999,4864837.920500003
464,10966,-7480.124099999666,4864894.930600002
1257,10967,-7398.11080000177,4864785.8972999975
10035,10968,-7641.329799998552,4864920.629500002
2259,10969,-7331.918400000781,4864822.512199998
17470,10970,-7642.445999998599,4865016.687799998
14023,10971,-7559.44280000031,4864887.620300002
5633,10972,-7359.297899998724,4864837.255099997
3330,10973,-7379.799400001764,4864849.157899998
6235,10974,-7458.0821999982,4864831.376599997
7389,10975,-7390.435400001705,4864835.897
14131,10976,-7377.846599999815,4864852.802199997
10409,10977,-7602.096400000155,4864981.792999998
16751,10978,-7641.899399999529,4865014.780100003
5050,10979,-7541.2635000012815,4864920.777800001
1262,10980,-7407.406300000846,4864799.5983000025
18988,10981,-7390.734700001776,4864835.035099998
7216,10982,-7638.854200001806,4864999.367600001
975,10983,-7363.038300000131,4864766.439499997
16980,10984,-7646.805700000375,4864925.951300003
5869,10985,-7424.812344465405,4864862.992156811
13756,10986,-7360.497299998999,4864837.920500003
9145,10987,-7675.406700000167,4864932.779600002
14094,10988,-7390.620600000024,4864836.055799998
6586,10989,-7453.059500001371,4864828.6049000025
13554,10990,-7363.282299999148,4864844.0207
2387,10991,-7383.265599999577,4864777.661399998
19696,10992,-7398.534499999136,4864788.097900003
5024,10993,-7369.223544884473,4864761.381877743
7133,10994,-7615.527699999511,4864982.2821
13221,10995,-7367.458799999207,4864841.782799996
13979,10996,-7311.919399999082,4864808.963799998
7179,10997,-7639.180100001395,4864913.130099997
11428,10998,-7691.338399998844,4864928.212899998
3885,10999,-7377.078269988298,4864842.961438999
6058,11000,-7333.183200001717,4864822.766999997
11130,11001,-7311.919399999082,4864808.963799998
8144,11002,-7587.102299999446,4864986.090999998
9815,11003,-7592.718600001186,4864984.430299997
19571,11004,-7331.463799998164,4864768.513700001
3878,11005,-7391.930192384869,4864841.240641914
14784,11006,-7414.916941028088,4864881.27501066
2789,11007,-7363.996100001037,4864764.880800001
9148,11008,-7524.514299999922,4864934.194600001
18878,11009,-7324.582886133343,4864813.8198470175
1857,11010,-7356.457600001246,4864764.753700003
18670,11011,-7316.835799999535,4864813.697499998
4111,11012,-7423.060899998993,4864877.686099999
5216,11013,-7357.698199998587,4864840.922600001
8291,11014,-7352.520300000906,4864833.494800001
3258,11015,-7445.557873841375,4864826.589670561
7330,11016,-7641.573199998587,4865008.853
2690,11017,-7368.386100001633,4864769.406199999
15141,11018,-7469.871500000358,4864864.364799999
7396,11019,-7386.70956633985,4864847.370468892
4630,11020,-7317.012499999255,4864795.1489999965
17337,11021,-7638.830899998546,4864999.286200002
1319,11022,-7562.186200000346,4864866.785099998
17910,11023,-7643.428199999034,4864927.950800002
19829,11024,-7398.534499999136,4864788.097900003
5165,11025,-7432.442200001329,4864883.1646
7230,11026,-7596.20320000127,4864981.900200002
16401,11027,-7669.247800000012,4864936.126800001
12239,11028,-7489.919799998403,4864901.890000001
1135,11029,-7413.154800001532,4864789.236699998
4532,11030,-7432.574799999595,4864889.443000004
11682,11031,-7366.449900001287,4864770.297300004
3508,11032,-7327.959273736924,4864815.692792743
4752,11033,-7568.72309999913,4864876.6818
10684,11034,-7311.216361027211,4864796.460957848
13017,11035,-7549.37943457067,4864878.413713895
7090,11036,-7351.266699999571,4864837.354500003
12032,11037,-7404.436200000346,4864808.869900003
9954,11038,-7594.264100000262,4864982.456100002
18526,11039,-7352.555199999362,4864833.5141
15750,11040,-7312.662200000137,4864807.624899998
19819,11041,-7541.2635000012815,4864920.777800001
6340,11042,-7380.90700000152,4864847.1611
7434,11043,-7318.160399999469,4864814.879600003
6986,11044,-7367.409899998456,4864841.755599998
13759,11045,-7367.458799999207,4864841.782799996
10081,11046,-7386.70956633985,4864847.370468892
917,11047,-7461.524049259722,4864852.046476603
2505,11048,-7347.108300000429,4864748.045599997
17763,11049,-7639.690999999642,4864914.912799999
13927,11050,-7390.620600000024,4864836.055799998
2904,11051,-7331.400499999523,4864768.478600003
570,11052,-7516.841499999165,4864889.291000001
1448,11053,-7489.177499998361,4864899.944899999
3417,11054,-7404.491683006287,4864890.416642644
18010,11055,-7609.25039999932,4864978.160700001
18419,11056,-7628.134500000626,4864977.021200001
17355,11057,-7644.034899998456,4864930.066799998
9302,11058,-7321.038300000131,4864820.583800003
16015,11059,-7646.775800000876,4864926.0546
7035,11060,-7423.048200000077,4864877.709100001
14672,11061,-7376.317116655409,4864861.7561028525
6841,11062,-7310.764899998903,4864807.6461
14517,11063,-7372.802999999374,4864849.302699998
3229,11064,-7360.497299998999,4864837.920500003
19706,11065,-7340.191399998963,4864758.186399996
16625,11066,-7616.688900001347,4864976.028099999
12195,11067,-7315.743400000036,4864802.071500003
4386,11068,-7411.32860000059,4864885.4059000015
14665,11069,-7374.347500000149,4864845.604699999
9241,11070,-7535.209515403956,4864948.090411805
14871,11071,-7426.483600001782,4864899.974799998
7854,11072,-7325.052900001407,4864818.703599997
3542,11073,-7457.665500000119,4864823.609999999
16757,11074,-7632.1528999991715,4864981.863899998
18954,11075,-7349.546000000089,4864836.399800003
19549,11076,-7533.671000000089,4864939.661899999
16443,11077,-7676.643599998206,4864934.006999999
14512,11078,-7373.052799999714,4864844.886500001
2827,11079,-7310.057300001383,4864815.156599999
5783,11080,-7435.065400000662,4864861.6708
17299,11081,-7638.814300000668,4864999.228200004
4999,11082,-7536.409200001508,4864934.618299998
1338,11083,-7515.720955301076,4864863.515449725
3265,11084,-7457.665500000119,4864823.609999999
7885,11085,-7516.413621235639,4864937.650390036
2587,11086,-7363.996100001037,4864764.880800001
6842,11087,-7304.483600001782,4864820.875299998
16623,11088,-7637.256999999285,4864949.814300001
5744,11089,-7359.297899998724,4864837.255099997
650,11090,-7361.5406999997795,4864765.608599998
6042,11091,-7333.069099999964,4864769.216300003
11109,11092,-7382.916102800518,4864854.208545767
2258,11093,-7329.376800000668,4864825.210199997
5398,11094,-7342.435300000012,4864756.9575999975
18737,11095,-7360.539299998432,4864837.943800002
7086,11096,-7357.698199998587,4864840.922600001
17705,11097,-7632.238800000399,4864988.249200001
15048,11098,-7425.661100000143,4864873.132700004
3524,11099,-7474.5538000017405,4864866.856399998
10937,11100,-7641.899399999529,4865014.780100003
17419,11101,-7636.633000001311,4864991.830600001
4481,11102,-7352.520300000906,4864833.494800001
5663,11103,-7469.328741654754,4864834.110160768
9801,11104,-7366.751436967403,4864837.214649305
67,11105,-7405.100900001824,4864789.7755
10791,11106,-7674.972300000489,4864934.486199997
13265,11107,-7313.065520714968,4864792.170037955
17949,11108,-7675.352499999106,4864932.862899996
11403,11109,-7639.690999999642,4864914.912799999
19368,11110,-7466.322678111494,4864859.6990203485
14158,11111,-7318.160399999469,4864814.879600003
17887,11112,-7636.6660999991,4864991.7337
15787,11113,-7632.238800000399,4864988.249200001
7616,11114,-7646.3392999991775,4864932.2717999965
1258,11115,-7397.859799999744,4864783.668200001
3842,11116,-7432.24384206906,4864893.576495245
15182,11117,-7435.137299999595,4864861.710100003
6050,11118,-7310.764899998903,4864807.6461
991,11119,-7519.152399998158,4864949.532200001
3507,11120,-7324.582886133343,4864813.8198470175
8315,11121,-7536.4928999990225,4864918.059600003
919,11122,-7458.26419999823,4864852.0842999965
10716,11123,-7374.347500000149,4864845.604699999
11693,11124,-7339.153887175024,4864749.384690456
165,11125,-7337.23213905096,4864752.848840348
19511,11126,-7537.092713735998,4864945.534232535
15636,11127,-7325.23409999907,4864818.356799997
6648,11128,-7338.753299999982,4864825.8571000025
17493,11129,-7659.935300000012,4864938.7962
13434,11130,-7359.331099998206,4864837.273500003
14973,11131,-7447.572715613991,4864877.348263264
14921,11132,-7318.341099999845,4864814.532499999
9153,11133,-7523.494399998337,4864951.885300003
4597,11134,-7316.90680000186,4864818.291699998
18061,11135,-7675.406700000167,4864932.779600002
11977,11136,-7395.213199999183,4864786.255199999
10713,11137,-7366.2424000017345,4864841.108000003
13938,11138,-7516.413621235639,4864937.650390036
2850,11139,-7367.458799999207,4864841.782799996
14831,11140,-7352.348799999803,4864837.954700001
17140,11141,-7643.2014999985695,4864947.990599997
19917,11142,-7375.148099999875,4864773.736500002
15771,11143,-7643.993799999356,4864930.197999999
18602,11144,-7330.786899998784,4864821.437299997
13277,11145,-7352.520300000906,4864833.494800001
19851,11146,-7555.145599998534,4864885.259499997
7006,11147,-7352.555199999362,4864833.5141
4463,11148,-7311.919399999082,4864808.963799998
1474,11149,-7516.474500000477,4864844.597199999
10712,11150,-7360.497299998999,4864837.920500003
15549,11151,-7372.802999999374,4864849.302699998
6627,11152,-7360.539299998432,4864837.943800002
9318,11153,-7316.963899999857,4864795.236500002
18444,11154,-7638.830899998546,4864999.286200002
8500,11155,-7641.81230000034,4864922.313900001
9880,11156,-7676.643599998206,4864934.006999999
11554,11157,-7390.734700001776,4864835.034999996
15001,11158,-7390.184700001031,4864838.919100001
2735,11159,-7312.662200000137,4864807.624899998
5672,11160,-7425.643800001591,4864873.167099997
12046,11161,-7333.861492905766,4864760.1400823295
4991,11162,-7527.402600001544,4864929.238300003
1205,11163,-7392.357000000775,4864780.615599997
2378,11164,-7399.109700001776,4864784.361699998
16457,11165,-7643.117800001055,4864947.830799997
13155,11166,-7519.0086999982595,4864949.4529
4175,11167,-7337.716099999845,4864825.2817
13028,11168,-7372.802999999374,4864849.302699998
13381,11169,-7536.435899998993,4864918.028399996
8101,11170,-7616.670099999756,4864979.499200001
15802,11171,-7622.054600000381,4864976.294200003
14649,11172,-7373.052799999714,4864844.886500001
365,11173,-7511.5214999988675,4864853.5402000025
2103,11174,-7344.375,4864757.609700002
14167,11175,-7337.5278999991715,4864825.624499999
11156,11176,-7337.716099999845,4864825.2817
3762,11177,-7332.154229257256,4864832.493940249
689,11178,-7516.474500000477,4864844.597199999
1837,11179,-7331.918400000781,4864822.512199998
17983,11180,-7632.143599998206,4864982.217100002
18276,11181,-7596.20320000127,4864981.900200002
9745,11182,-7363.282299999148,4864844.0207
5713,11183,-7369.223544884473,4864761.381877743
8810,11184,-7537.241000000387,4864895.7321000025
4503,11185,-7445.557873841375,4864826.589670561
1093,11186,-7409.384500000626,4864796.0331000015
15855,11187,-7641.329799998552,4864920.629500002
6722,11188,-7360.539299998432,4864837.943800002
19796,11189,-7390.734700001776,4864835.035099998
8971,11190,-7684.298099998385,4864931.813000001
13318,11191,-7560.377608112991,4864859.336898372
160,11192,-7344.211399998516,4864750.939999998
203,11193,-7368.386100001633,4864769.406199999
6487,11194,-7424.812344465405,4864862.992156811
3943,11195,-7466.445299256593,4864859.364375353
9568,11196,-7643.1389999985695,4864947.851999998
18936,11197,-7360.497299998999,4864837.920500003
4936,11198,-7322.587600000203,4864821.443499997
11141,11199,-7311.216361027211,4864796.460957848
10021,11200,-7640.98050000146,4865006.785599999
7654,11201,-7633.205600000918,4864965.108800001
19901,11202,-7533.671000000089,4864939.661899999
1230,11203,-7407.406300000846,4864799.5983000025
9178,11204,-7370.01060000062,4864847.753600001
3048,11205,-7366.2424000017345,4864841.108000003
14536,11206,-7377.078269988298,4864842.961438999
7966,11207,-7313.065520714968,4864792.170037955
11157,11208,-7334.797350611538,4864819.486666389
2916,11209,-7356.611999999732,4864840.320100002
19075,11210,-7394.577824883163,4864836.924705662
17077,11211,-7635.299400001764,4864966.343500003
4254,11212,-7426.627799998969,4864896.057800002
6114,11213,-7414.873469986021,4864881.276651077
15661,11214,-7456.977499999106,4864830.765100002
16061,11215,-7645.088700000197,4864948.9595
6208,11216,-7457.242100000381,4864853.930299997
18953,11217,-7346.874918319285,4864840.663215242
12498,11218,-7516.52670000121,4864844.624799997
2725,11219,-7359.148499999195,4864841.7271
4293,11220,-7390.184700001031,4864838.919100001
4337,11221,-7327.959273736924,4864815.692792743
16525,11222,-7628.134500000626,4864977.021200001
12084,11223,-7506.762699998915,4864850.701899998
19485,11224,-7480.315432280302,4864867.4245626405
383,11225,-7344.211399998516,4864750.939999998
14319,11226,-7312.662200000137,4864807.624899998
15714,11227,-7466.963700000197,4864820.413199998
7492,11228,-7549.37943457067,4864878.413713895
13584,11229,-7330.786899998784,4864821.437299997
4889,11230,-7316.881400000304,4864818.277500004
857,11231,-7374.294482905418,4864777.897182643
370,11232,-7469.739100001752,4864864.291500002
6543,11233,-7351.266699999571,4864837.354500003
11456,11234,-7386.70956633985,4864847.370468892
2561,11235,-7413.154800001532,4864789.236699998
3804,11236,-7313.731119778007,4864792.063410871
10847,11237,-7642.445999998599,4865016.687799998
5458,11238,-7439.543800000101,4864864.079400003
19335,11239,-7466.322678111494,4864859.6990203485
13321,11240,-7549.37943457067,4864878.413713895
10554,11241,-7352.339699998498,4864837.9498
8852,11242,-7308.779111966491,4864804.134827018
6863,11243,-7432.442200001329,4864883.1646
10988,11244,-7394.577824883163,4864836.924705662
16166,11245,-7640.679200001061,4864913.532200001
10640,11246,-7390.734700001776,4864835.034999996
954,11247,-7392.357000000775,4864780.615599997
7411,11248,-7352.339699998498,4864837.9498
5947,11249,-7329.403700001538,4864820.6699
16954,11250,-7689.513399999589,4864928.736100003
615,11251,-7405.100900001824,4864789.7755
11798,11252,-7327.959273736924,4864815.692792743
2575,11253,-7392.357000000775,4864780.615599997
53,11254,-7341.214999999851,4864756.341499999
16910,11255,-7603.192400000989,4864981.479000002
3343,11256,-7346.874918319285,4864840.663215242
3519,11257,-7317.651000000536,4864794.628600001
9910,11258,-7601.616200000048,4864980.348899998
19056,11259,-7330.786899998784,4864821.437299997
15978,11260,-7634.477000001818,4864984.097499996
15907,11261,-7676.643599998206,4864934.006999999
9698,11262,-7545.474832799286,4864929.947813578
5879,11263,-7466.963700000197,4864820.413199998
11763,11264,-7366.449900001287,4864770.297300004
16141,11265,-7682.559099998325,4864932.3116
9006,11266,-7596.648699998856,4864983.354699999
13784,11267,-7536.565799999982,4864934.328000002
1812,11268,-7373.052799999714,4864844.886500001
19833,11269,-7352.940799999982,4864762.802699998
990,11270,-7533.89620000124,4864939.258299999
19613,11271,-7336.944299999624,4864764.039300002
11678,11272,-7408.565699998289,4864796.707199998
17085,11273,-7639.180100001395,4864913.130099997
11720,11274,-7404.436200000346,4864808.869900003
16440,11275,-7669.247800000012,4864936.126800001
18494,11276,-7646.307599999011,4864932.3486
8421,11277,-7337.716099999845,4864825.2817
2944,11278,-7316.867199998349,4864813.714900002
9492,11279,-7594.264100000262,4864982.456100002
3165,11280,-7391.35909999907,4864782.1516999975
4681,11281,-7322.587600000203,4864821.443499997
2618,11282,-7385.526399999857,4864838.958999999
3615,11283,-7363.986104570329,4864850.150565036
8245,11284,-7530.600900001824,4864928.652000003
7880,11285,-7526.391455613077,4864919.34785118
18506,11286,-7380.90700000152,4864847.1611
19822,11287,-7404.835700001568,4864808.159000002
11633,11288,-7377.078269988298,4864842.961438999
3795,11289,-7359.331099998206,4864837.273500003
11778,11290,-7370.775379050523,4864770.922951184
11592,11291,-7312.662200000137,4864807.624899998
9708,11292,-7560.377608112991,4864859.336898372
16034,11293,-7647.265799999237,4864945.234800004
10060,11294,-7536.435899998993,4864918.028399996
3442,11295,-7469.88919999823,4864815.057400003
1892,11296,-7345.42330000177,4864829.557700001
6461,11297,-7336.2989999987185,4864829.050399996
249,11298,-7489.177499998361,4864899.944899999
5258,11299,-7439.543800000101,4864864.079400003
19050,11300,-7338.857999999076,4864825.9152000025
5170,11301,-7423.060899998993,4864877.686099999
13645,11302,-7372.802999999374,4864849.302699998
18450,11303,-7628.134500000626,4864977.021200001
6464,11304,-7329.403700001538,4864820.6699
1505,11305,-7559.78200000152,4864871.373499997
16391,11306,-7638.807999998331,4864907.044100001
670,11307,-7564.196299999952,4864887.1932
19419,11308,-7496.900899998844,4864897.221900001
15537,11309,-7309.849300000817,4864812.695299998
9483,11310,-7618.763300001621,4864975.433799997
17497,11311,-7676.643599998206,4864934.006999999
897,11312,-7521.867186445743,4864889.477093995
3309,11313,-7457.75549999997,4864815.285700001
8035,11314,-7669.233500000089,4864936.154799998
6243,11315,-7394.577824883163,4864836.924705662
10873,11316,-7643.117800001055,4864947.830799997
11400,11317,-7650.165600001812,4864937.056900002
2890,11318,-7355.670499999076,4864760.262000002
6006,11319,-7417.468600001186,4864893.016000003
7746,11320,-7611.129000000656,4864977.622000001
18573,11321,-7351.981125298887,4864843.493344098
16211,11322,-7636.667899999767,4864991.739799999
10828,11323,-7603.192400000989,4864981.479000002
15033,11324,-7366.037799999118,4864845.549400002
19602,11325,-7404.835700001568,4864808.159000002
19108,11326,-7353.695300001651,4864834.147
8407,11327,-7313.065520714968,4864792.170037955
14644,11328,-7374.897300001234,4864855.5392
2,11329,-7519.152399998158,4864949.532200001
14801,11330,-7390.184700001031,4864838.919100001
10577,11331,-7321.0276931114495,4864812.07116285
12011,11332,-7309.849300000817,4864812.695299998
9974,11333,-7640.679200001061,4864913.532200001
634,11334,-7374.294482905418,4864777.897182643
13146,11335,-7562.192000001669,4864866.774599999
6082,11336,-7398.428199999034,4864788.038999997
531,11337,-7369.414400000125,4864767.887100004
18619,11338,-7390.620600000024,4864836.055799998
8190,11339,-7622.325800001621,4864976.611699998
2604,11340,-7344.968400001526,4864749.575999998
6480,11341,-7435.065400000662,4864861.6708
15812,11342,-7611.056499999016,4864981.801700003
4180,11343,-7327.929099999368,4864824.406999998
18468,11344,-7639.690999999642,4864914.912799999
19672,11345,-7537.321899998933,4864895.775700003
11079,11346,-7571.09319999814,4864871.718699999
18783,11347,-7330.786899998784,4864821.437299997
8934,11348,-7661.896899998188,4864934.618799999
3409,11349,-7439.624499998987,4864864.1263
10546,11350,-7376.317116655409,4864861.7561028525
5994,11351,-7439.543800000101,4864864.079400003
6332,11352,-7390.734700001776,4864835.035099998
16573,11353,-7656.635699998587,4864938.026000001
16420,11354,-7633.04149999842,4864971.012100004
2565,11355,-7390.435400001705,4864835.897
2581,11356,-7385.372800000012,4864776.740699999
18321,11357,-7637.556499999016,4864907.466200002
12014,11358,-7316.867199998349,4864813.714900002
8395,11359,-7308.86950000003,4864814.4614999965
2607,11360,-7331.400499999523,4864768.478600003
16584,11361,-7637.728900000453,4864903.183399998
10689,11362,-7316.963899999857,4864795.236500002
19455,11363,-7526.49931300804,4864893.093802638
9459,11364,-7594.264100000262,4864982.456100002
2104,11365,-7338.009399998933,4864757.397500001
19721,11366,-7559.637499999255,4864871.639600001
17271,11367,-7683.855900000781,4864930.357900001
16908,11368,-7596.20320000127,4864981.900200002
4237,11369,-7468.870245195925,4864827.937682956
4997,11370,-7523.601199999452,4864951.943599999
13355,11371,-7330.597199998796,4864821.779299997
4011,11372,-7427.111388426274,4864903.13028191
5060,11373,-7404.835700001568,4864808.159000002
658,11374,-7348.012899998575,4864758.103299998
4437,11375,-7374.897300001234,4864855.5392
11691,11376,-7335.376827798784,4864753.120739415
717,11377,-7408.288427382708,4864803.464716807
14149,11378,-7312.662200000137,4864807.624899998
3819,11379,-7450.481994569302,4864817.724448785
6777,11380,-7435.1799000017345,4864861.733400002
11201,11381,-7638.067699998617,4865000.620200001
9592,11382,-7661.753100000322,4864938.275399998
10753,11383,-7676.627099998295,4864934.035599999
10679,11384,-7310.700860090554,4864800.670677118
15312,11385,-7374.897300001234,4864855.5392
9826,11386,-7641.03009999916,4865006.826700002
19418,11387,-7503.662099998444,4864884.812600002
7264,11388,-7594.736999999732,4864983.902400002
3907,11389,-7323.550653945655,4864827.719507538
16933,11390,-7639.180100001395,4864913.130099997
2679,11391,-7383.265599999577,4864777.661399998
9300,11392,-7308.86950000003,4864814.4614999965
6815,11393,-7366.751436967403,4864837.214649305
3896,11394,-7349.546000000089,4864836.399800003
14999,11395,-7383.670200001448,4864842.180799998
9371,11396,-7638.067699998617,4865000.620200001
14330,11397,-7330.597199998796,4864821.779299997
15772,11398,-7661.735899999738,4864938.303900003
10670,11399,-7314.132500000298,4864816.752599999
14953,11400,-7425.090500000864,4864858.286499999
3703,11401,-7432.24384206906,4864893.576495245
15517,11402,-7379.799400001764,4864849.157899998
7381,11403,-7535.450800001621,4864931.182300001
1788,11404,-7359.440099999309,4864766.4086000025
8452,11405,-7634.50039999932,4864984.319200002
6318,11406,-7435.1799000017345,4864861.733400002
13455,11407,-7527.402600001544,4864929.238300003
3648,11408,-7345.42330000177,4864829.557700001
1776,11409,-7318.160399999469,4864814.879600003
192,11410,-7384.393399998546,4864778.2870000005
9023,11411,-7642.445999998599,4865016.687799998
14053,11412,-7308.86950000003,4864814.4614999965
16240,11413,-7634.477000001818,4864984.097499996
14264,11414,-7568.8610000014305,4864876.416199997
19229,11415,-7318.694800000638,4864795.302100003
18274,11416,-7589.001499999315,4864985.495899998
19542,11417,-7537.321899998933,4864895.775700003
5391,11418,-7401.996199999005,4864790.018399999
12995,11419,-7527.402600001544,4864929.238300003
16331,11420,-7632.238800000399,4864988.249200001
4954,11421,-7537.321899998933,4864895.775700003
2687,11422,-7362.52650000155,4864764.065700002
4393,11423,-7427.691685821861,4864891.733077019
11179,11424,-7622.054600000381,4864976.294200003
16587,11425,-7650.165600001812,4864937.056900002
4930,11426,-7333.069099999964,4864769.216300003
13170,11427,-7549.37943457067,4864878.413713895
5555,11428,-7466.963700000197,4864820.413199998
10814,11429,-7639.7153999991715,4865007.160400003
17739,11430,-7603.192400000989,4864981.479000002
238,11431,-7520.724500000477,4864892.4384
12331,11432,-7511.778299998492,4864841.671700001
19266,11433,-7365.719614882022,4864851.11348962
11184,11434,-7605.419300001115,4864979.070799999
16236,11435,-7594.736999999732,4864983.902400002
6905,11436,-7366.751436967403,4864837.214649305
4239,11437,-7439.624499998987,4864864.1263
5621,11438,-7345.411800000817,4864829.551200002
14304,11439,-7363.28240000084,4864844.020599999
9149,11440,-7656.762800000608,4864938.025799997
17082,11441,-7644.034899998456,4864930.066799998
8651,11442,-7639.7153999991715,4865007.160400003
5100,11443,-7536.409200001508,4864934.618299998
17078,11444,-7643.428199999034,4864927.950800002
14886,11445,-7466.963700000197,4864820.413199998
15306,11446,-7470.539500001818,4864863.624300003
2242,11447,-7363.28240000084,4864844.020599999
16366,11448,-7616.670099999756,4864979.499200001
3555,11449,-7410.692299999297,4864890.038199998
19910,11450,-7404.436200000346,4864808.869900003
3363,11451,-7316.4574000015855,4864800.7843
8338,11452,-7545.474832799286,4864929.947813578
5631,11453,-7351.266699999571,4864837.354500003
10617,11454,-7559.78200000152,4864871.373499997
7759,11455,-7636.6660999991,4864991.7337
5786,11456,-7424.812344465405,4864862.992156811
4510,11457,-7457.665500000119,4864823.609999999
18439,11458,-7636.6660999991,4864991.7337
12203,11459,-7318.341099999845,4864814.532499999
15093,11460,-7453.170400001109,4864828.667000003
146,11461,-7504.881400000304,4864865.5295
15736,11462,-7345.42330000177,4864829.557700001
17246,11463,-7643.428199999034,4864927.950800002
2294,11464,-7369.414400000125,4864767.887100004
10460,11465,-7594.264100000262,4864982.456100002
7182,11466,-7641.81230000034,4864922.313900001
11818,11467,-7366.449900001287,4864770.297300004
19795,11468,-7394.577824883163,4864836.924705662
9941,11469,-7631.815499998629,4864988.132799998
13600,11470,-7373.052799999714,4864844.886500001
18530,11471,-7345.411800000817,4864829.551200002
8316,11472,-7526.391455613077,4864919.34785118
11274,11473,-7639.7153999991715,4865007.160400003
14957,11474,-7425.090500000864,4864858.286499999
19601,11475,-7526.32009748742,4864919.688647747
19460,11476,-7512.540187384933,4864885.307564937
7121,11477,-7622.054600000381,4864976.294200003
8701,11478,-7568.939100001007,4864876.265799999
7085,11479,-7360.539299998432,4864837.943800002
15392,11480,-7435.137299999595,4864861.710100003
15210,11481,-7374.347500000149,4864845.604699999
4736,11482,-7527.402600001544,4864929.238300003
8923,11483,-7650.165600001812,4864937.056900002
4387,11484,-7404.491683006287,4864890.416642644
13684,11485,-7366.2424000017345,4864841.108000003
16258,11486,-7633.386599998921,4864970.1708
16783,11487,-7639.35000000149,4865001.098099999
11296,11488,-7634.477000001818,4864984.097499996
15596,11489,-7435.137299999595,4864861.710100003
19164,11490,-7390.620600000024,4864836.055799998
8687,11491,-7683.855900000781,4864930.357900001
4548,11492,-7457.75549999997,4864815.285700001
596,11493,-7336.700399998575,4864764.478799999
19085,11494,-7381.679999999702,4864845.767800003
11525,11495,-7535.209515403956,4864948.090411805
16687,11496,-7633.04149999842,4864971.012100004
5167,11497,-7417.558400001377,4864893.060199998
6041,11498,-7369.223544884473,4864761.381877743
1647,11499,-7519.152399998158,4864949.532200001
16784,11500,-7642.445999998599,4865016.687799998
11836,11501,-7316.867199998349,4864813.714900002
6819,11502,-7351.981125298887,4864843.493344098
2700,11503,-7347.108300000429,4864748.045599997
11877,11504,-7317.651000000536,4864794.628600001
1700,11505,-7336.2989999987185,4864829.050399996
11517,11506,-7528.608068633825,4864959.505251184
14235,11507,-7318.341099999845,4864814.532499999
10711,11508,-7366.751436967403,4864837.214649305
2773,11509,-7391.084499999881,4864779.909699999
11149,11510,-7316.867199998349,4864813.714900002
6972,11511,-7460.767900001258,4864810.030100003
18625,11512,-7390.548551443964,4864840.4913816005
8152,11513,-7650.165600001812,4864937.056900002
15447,11514,-7470.5139999985695,4864863.610200003
6223,11515,-7453.059500001371,4864828.6049000025
17004,11516,-7643.117800001055,4864947.830799997
86,11517,-7384.211300000548,4864776.0964
10515,11518,-7675.406700000167,4864932.779600002
10884,11519,-7638.807999998331,4864907.044100001
18152,11520,-7609.25039999932,4864978.160700001
